ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,source,fetched_at
600150.SH,2026-03-16,35.6,35.61,34.63,34.91,35.18,-0.27,-0.7675,810468.67,2833044.41,tushare,2026-06-21 13:31:06
600150.SH,2026-03-17,34.95,35.2,34.36,34.4,34.91,-0.51,-1.4609,801264.09,2788452.25,tushare,2026-06-21 13:31:06
600150.SH,2026-03-18,34.46,34.6,34.02,34.58,34.4,0.18,0.5233,708021.35,2430007.269,tushare,2026-06-21 13:31:06
600150.SH,2026-03-19,34.17,34.71,34.05,34.16,34.58,-0.42,-1.2146,801952.92,2753735.625,tushare,2026-06-21 13:31:06
600150.SH,2026-03-20,34.38,34.41,33.15,33.15,34.16,-1.01,-2.9567,970723.99,3264406.394,tushare,2026-06-21 13:31:06
600150.SH,2026-03-23,32.49,32.5,30.83,31.13,33.15,-2.02,-6.0935,1384161.24,4363084.369,tushare,2026-06-21 13:31:06
600150.SH,2026-03-24,31.52,31.73,31.1,31.58,31.13,0.45,1.4456,774084.27,2432859.36,tushare,2026-06-21 13:31:06
600150.SH,2026-03-25,31.81,32.06,31.64,31.85,31.58,0.27,0.855,714825.94,2274434.028,tushare,2026-06-21 13:31:06
600150.SH,2026-03-26,31.85,31.85,30.52,30.67,31.85,-1.18,-3.7049,832688.38,2587542.862,tushare,2026-06-21 13:31:06
600150.SH,2026-03-27,30.29,30.98,30.0,30.84,30.67,0.17,0.5543,529241.62,1625916.806,tushare,2026-06-21 13:31:06
600150.SH,2026-03-30,30.35,30.78,30.16,30.55,30.84,-0.29,-0.9403,567153.98,1725345.81,tushare,2026-06-21 13:31:06
600150.SH,2026-03-31,30.9,31.53,30.81,30.84,30.55,0.29,0.9493,825881.27,2572391.148,tushare,2026-06-21 13:31:06
600150.SH,2026-04-01,31.3,31.44,30.88,31.05,30.84,0.21,0.6809,573898.2,1785576.951,tushare,2026-06-21 13:31:06
600150.SH,2026-04-02,31.0,31.21,30.62,30.9,31.05,-0.15,-0.4831,479426.73,1482401.612,tushare,2026-06-21 13:31:06
600150.SH,2026-04-03,30.91,31.0,30.4,30.51,30.9,-0.39,-1.2621,364583.29,1115800.254,tushare,2026-06-21 13:31:06
600150.SH,2026-04-07,30.55,32.29,30.55,31.98,30.51,1.47,4.8181,1125419.62,3567139.143,tushare,2026-06-21 13:31:06
600150.SH,2026-04-08,32.26,32.43,31.81,32.42,31.98,0.44,1.3759,1019298.41,3277265.182,tushare,2026-06-21 13:31:06
600150.SH,2026-04-09,32.15,32.33,31.91,32.23,32.42,-0.19,-0.5861,552744.55,1775491.629,tushare,2026-06-21 13:31:06
600150.SH,2026-04-10,32.3,32.88,32.3,32.65,32.23,0.42,1.3031,600439.28,1964076.786,tushare,2026-06-21 13:31:06
600150.SH,2026-04-13,32.37,32.83,32.23,32.66,32.65,0.01,0.0306,521050.45,1692787.662,tushare,2026-06-21 13:31:06
600150.SH,2026-04-14,33.28,33.4,32.71,33.0,32.66,0.34,1.041,581180.95,1912527.509,tushare,2026-06-21 13:31:06
600150.SH,2026-04-15,33.2,33.2,32.55,32.71,33.0,-0.29,-0.8788,508908.79,1667762.906,tushare,2026-06-21 13:31:06
600150.SH,2026-04-16,32.76,33.18,32.63,32.72,32.71,0.01,0.0306,545938.88,1791071.702,tushare,2026-06-21 13:31:06
600150.SH,2026-04-17,32.61,33.12,32.24,33.03,32.72,0.31,0.9474,635351.82,2076713.836,tushare,2026-06-21 13:31:06
600150.SH,2026-04-20,33.12,35.42,33.09,35.28,33.03,2.25,6.812,1796601.38,6198641.799,tushare,2026-06-21 13:31:06
600150.SH,2026-04-21,35.44,36.61,35.44,36.32,35.28,1.04,2.9478,1494088.49,5388907.407,tushare,2026-06-21 13:31:06
600150.SH,2026-04-22,36.0,36.64,35.9,36.48,36.32,0.16,0.4405,908799.54,3305023.939,tushare,2026-06-21 13:31:06
600150.SH,2026-04-23,36.52,38.91,36.51,38.6,36.48,2.12,5.8114,2419552.81,9163705.942,tushare,2026-06-21 13:31:06
600150.SH,2026-04-24,38.6,39.2,38.01,38.8,38.6,0.2,0.5181,1601599.19,6189483.969,tushare,2026-06-21 13:31:06
600150.SH,2026-04-27,38.8,39.3,38.08,38.41,38.8,-0.39,-1.0052,1085256.85,4175744.739,tushare,2026-06-21 13:31:06
600150.SH,2026-04-28,38.71,41.97,38.59,41.32,38.41,2.91,7.5762,2628895.6,10821818.262,tushare,2026-06-21 13:31:06
600150.SH,2026-04-29,41.0,41.48,40.84,41.16,41.32,-0.16,-0.3872,1122601.62,4611467.363,tushare,2026-06-21 13:31:06
600150.SH,2026-04-30,43.0,43.42,41.5,41.76,41.16,0.6,1.4577,2533775.15,10718901.182,tushare,2026-06-21 13:31:06
600150.SH,2026-05-06,41.02,41.52,39.74,41.18,41.76,-0.58,-1.3889,2245587.7,9090515.583,tushare,2026-06-21 13:31:06
600150.SH,2026-05-07,40.99,41.93,40.38,40.61,41.18,-0.57,-1.3842,1253756.89,5123026.867,tushare,2026-06-21 13:31:06
600150.SH,2026-05-08,40.6,41.8,39.93,41.15,40.61,0.54,1.3297,1340816.55,5485577.0,tushare,2026-06-21 13:31:06
600150.SH,2026-05-11,40.89,41.38,40.43,41.18,41.15,0.03,0.0729,1145184.75,4691848.515,tushare,2026-06-21 13:31:06
600150.SH,2026-05-12,41.2,41.68,40.09,40.5,41.18,-0.68,-1.6513,1128202.4,4586715.908,tushare,2026-06-21 13:31:06
600150.SH,2026-05-13,40.6,42.04,40.6,41.77,40.5,1.27,3.1358,1483539.85,6179040.576,tushare,2026-06-21 13:31:06
600150.SH,2026-05-14,41.56,41.8,40.2,40.22,41.77,-1.55,-3.7108,1007488.4,4129964.392,tushare,2026-06-21 13:31:06
600150.SH,2026-05-15,40.8,41.66,40.1,40.55,40.22,0.33,0.8205,1004477.57,4103393.781,tushare,2026-06-21 13:31:06
600150.SH,2026-05-18,40.2,40.55,38.01,38.17,40.55,-2.38,-5.8693,1548147.09,6023217.516,tushare,2026-06-21 13:31:06
600150.SH,2026-05-19,38.4,38.52,37.35,37.49,38.17,-0.68,-1.7815,932416.82,3510148.778,tushare,2026-06-21 13:31:06
600150.SH,2026-05-20,37.47,39.15,37.08,38.7,37.49,1.21,3.2275,1062497.75,4080792.203,tushare,2026-06-21 13:31:06
600150.SH,2026-05-21,38.65,40.44,38.32,38.4,38.7,-0.3,-0.7752,1217573.34,4806075.257,tushare,2026-06-21 13:31:06
600150.SH,2026-05-22,39.44,39.48,38.06,38.4,38.4,0.0,0.0,980709.65,3782349.093,tushare,2026-06-21 13:31:06
600150.SH,2026-05-25,38.33,38.94,37.65,37.9,38.4,-0.5,-1.3021,798278.74,3030048.378,tushare,2026-06-21 13:31:06
600150.SH,2026-05-26,37.74,38.7,37.11,38.69,37.9,0.79,2.0844,989380.87,3767515.899,tushare,2026-06-21 13:31:06
600150.SH,2026-05-27,38.5,39.99,37.6,38.02,38.69,-0.67,-1.7317,1200232.21,4620567.621,tushare,2026-06-21 13:31:06
600150.SH,2026-05-28,37.75,38.37,37.08,38.18,38.02,0.16,0.4208,911770.61,3446527.797,tushare,2026-06-21 13:31:06
600150.SH,2026-05-29,38.0,38.46,37.12,37.38,38.18,-0.8,-2.0953,810830.05,3051677.607,tushare,2026-06-21 13:31:06
600150.SH,2026-06-01,37.38,37.63,36.63,36.74,37.38,-0.64,-1.7121,759066.76,2815269.653,tushare,2026-06-21 13:31:06
600150.SH,2026-06-02,36.63,36.74,35.82,36.45,36.74,-0.29,-0.7893,747758.66,2715210.924,tushare,2026-06-21 13:31:06
600150.SH,2026-06-03,36.51,37.0,36.02,36.33,36.45,-0.12,-0.3292,618826.96,2257973.85,tushare,2026-06-21 13:31:06
600150.SH,2026-06-04,36.01,37.5,36.0,36.89,36.33,0.56,1.5414,858508.5,3174588.708,tushare,2026-06-21 13:31:06
600150.SH,2026-06-05,36.8,37.18,35.85,35.95,36.89,-0.94,-2.5481,891305.83,3248445.897,tushare,2026-06-21 13:31:06
600150.SH,2026-06-08,35.23,36.18,34.6,34.83,35.95,-1.12,-3.1154,851666.79,3004311.695,tushare,2026-06-21 13:31:06
600150.SH,2026-06-09,34.95,35.25,34.08,34.65,34.83,-0.18,-0.5168,858666.3,2964785.192,tushare,2026-06-21 13:31:06
600150.SH,2026-06-10,34.6,35.32,33.93,35.06,34.65,0.41,1.1833,859656.18,2981343.527,tushare,2026-06-21 13:31:06
600150.SH,2026-06-11,34.75,34.93,34.15,34.45,35.06,-0.61,-1.7399,614629.27,2115556.818,tushare,2026-06-21 13:31:06
600150.SH,2026-06-12,34.7,35.68,34.64,34.89,34.45,0.44,1.2772,1030478.3,3618109.098,tushare,2026-06-21 13:31:06
600150.SH,2026-06-15,35.35,36.43,35.35,35.91,34.89,1.02,2.9235,1171037.39,4197835.087,tushare,2026-06-21 13:31:06
600150.SH,2026-06-16,35.92,36.49,35.46,35.99,35.91,0.08,0.2228,788617.05,2838054.82,tushare,2026-06-21 13:31:06
600150.SH,2026-06-17,35.98,37.16,35.88,37.15,35.99,1.16,3.2231,1132133.22,4153456.208,tushare,2026-06-21 13:31:06
600150.SH,2026-06-18,37.02,37.43,35.72,36.14,37.15,-1.01,-2.7187,1182191.19,4313475.328,tushare,2026-06-21 13:31:06
